ID;Ultima manutenção;REGIAO;DISTRITO;BAIRRO;TIPO;END;ULTIMAVISTORIA;VAZAO;SITUACAO;LAT;LONG;PROCESSO2014;DATAEXTRACAO;SABESP_POLOMANUT;SABESP_UGR;SABESP_UN
6760;05/05/2022;OESTE;VILA LEOPOLDINA;CEASA;COLUNA;NO INTERIOR DO CEAGESP NA CALCADA DO PAVILHAO LEA LOJAS ESCRITORIOS E ADMINISTRACAO AO LADO ESTACIONAMENTO;2022-03-13;EXCELENTE;POSSIVEL DE USO;-23.5334190996058;-46.73625999;0;2022-07-28;LAPA;JARDINS;CENTRO
6761;05/05/2022;OESTE;VILA LEOPOLDINA;CEASA;COLUNA;NO INTERIOR DO CEAGESP NA CALCADA DO PAVILHAO HFH;2021-12-19;EXCELENTE;POSSIVEL DE USO;-23.5347844089448;-46.7396962323378;0;2022-07-28;LAPA;JARDINS;CENTRO
6765;05/05/2022;OESTE;VILA LEOPOLDINA;CEASA;COLUNA;NO INTERIOR DO CEAGESP NA CALCADA DO PAVILHAO HFI;2021-12-19;SECO;INOPERANTE;-23.5355969896057;-46.7389515;0;2022-07-28;LAPA;JARDINS;CENTRO
16310;05/05/2022;OESTE;VILA LEOPOLDINA;CEASA;COLUNA;NO INTERIOR DO CEAGESP NO ENTORNO DO PREDIO LEA LOJAS ESCRITORIOS E ADMINISTRACAO;2022-07-13;EXCELENTE;POSSIVEL DE USO;-23.5339676540513;-46.7357741647046;0;2022-07-28;LAPA;JARDINS;CENTRO
154;06/05/2022;SUL;IPIRANGA;SACOMÃ;SUBTERRANEO;RUA DO MANIFESTO ESQUINA COM A RUA LABATUT;2022-03-02;FRACA;POSSIVEL DE USO;-23.5937931576319;-46.5999784197305;0;2022-07-28;SÉ;IPIRANGA;CENTRO
988;06/05/2022;LESTE;SAPOPEMBA;TEOTÔNIO VILELA;COLUNA;RUA GENERAL PORFIRIO DA PAZ ESQUINA COM A RUA DIVINOLANDIA DE MINAS;2021-12-14;EXCELENTE;POSSIVEL DE USO;-23.5928904878283;-46.5197803190184;1;2022-07-28;SÃO MATEUS;SÃO MATEUS;CENTRO
1032;06/05/2022;LESTE;CARRÃO;VILA CALIFÓRNIA;COLUNA;AVENIDA CONSELHEIRO CARRAO ESQUINA COM A RUA DOUTOR JORGE VEIGA;2022-05-20;MÉDIA;POSSIVEL DE USO;-23.5479961169895;-46.5392530475605;1;2022-07-28;MOOCA;MOÓCA;CENTRO
1487;06/05/2022;LESTE;CARRÃO;VILA CARRÃO;SUBTERRANEO;RUA FIRMINO BRAGA ESQUINA COM A RUA FRANCISCA DE PAULA;2022-05-21;MÉDIA;POSSIVEL DE USO;-23.561729275619;-46.5324739728119;0;2022-07-28;MOOCA;MOÓCA;CENTRO
1685;06/05/2022;LESTE;CARRÃO;VILA CARRÃO;SUBTERRANEO;RUA FRANCISCA DE PAULA PROXIMO A ESQUINA COM A RUA VITORINO ROCHI;2022-04-22;MÉDIA;POSSIVEL DE USO;-23.5580940386554;-46.5304890548756;0;2022-07-28;MOOCA;MOÓCA;CENTRO
1780;06/05/2022;LESTE;CARRÃO;VILA CARRÃO;SUBTERRANEO;RUA RENATO RINALDI ESQUINA COM A RUA WINFRED;2021-12-13;MÉDIA;POSSIVEL DE USO;-23.551080261746;-46.5397425018435;0;2022-07-28;MOOCA;MOÓCA;CENTRO
1872;06/05/2022;SUL;IPIRANGA;IPIRANGA;SUBTERRANEO;RUA DO MANIFESTO 1246 DEFRONTE A RUA XAVIER CURADO;2022-05-31;SECO;INOPERANTE;-23.5842839631103;-46.600615772322;0;2022-07-28;SÉ;IPIRANGA;CENTRO
2979;06/05/2022;LESTE;ARICANDUVA;ARICANDUVA;COLUNA;AVENIDA DOS NACIONALISTAS ESQUINA COM A AVENIDA INCONFIDENCIA MINEIRA;2021-10-07;MÉDIA;POSSIVEL DE USO;-23.5768800160016;-46.5162718348427;0;2022-07-28;MOOCA;MOÓCA;CENTRO
3272;06/05/2022;LESTE;SÃO LUCAS;VILA EMA;SUBTERRANEO;RUA SOLIDONIO LEITE ESQUINA COM A AVENIDA SAPOPEMBA;2021-12-08;EXCELENTE;POSSIVEL DE USO;-23.5877520904858;-46.5325453409904;0;2022-07-28;MOOCA;MOÓCA;CENTRO
6762;06/05/2022;OESTE;VILA LEOPOLDINA;CEASA;COLUNA;NO INTERIOR DO CEAGESP NA CALCADA DO PAVILHAO HFJ;2021-12-19;EXCELENTE;POSSIVEL DE USO;-23.5353997472802;-46.7404584466707;0;2022-07-28;LAPA;JARDINS;CENTRO
6767;06/05/2022;OESTE;VILA LEOPOLDINA;CEASA;COLUNA;NO INTERIOR DO CEAGESP DEFRONTE AO PAVILHAO MLP LADO SUL MARGINAL;2021-12-27;EXCELENTE;POSSIVEL DE USO;-23.5384254409276;-46.7397369103305;0;2022-07-28;LAPA;JARDINS;CENTRO
403;09/05/2022;SUL;SANTO AMARO;CHÁCARA FLORA;SUBTERRANEO;RUA PERICLES ESQUINA COM A AVENIDA PROFESSOR VICENTE RAO;2022-04-05;EXCELENTE;POSSIVEL DE USO;-23.6300539445975;-46.6846048507167;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
407;09/05/2022;SUL;JABAQUARA;JARDIM BOM CLIMA;SUBTERRANEO;RUA CORONEL LUIZ DE FARIA E SOUZA ESQUINA COM RUA VALTER PINTO;2022-05-24;SECO;INOPERANTE;-23.6524297427586;-46.638916052753;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
1602;09/05/2022;LESTE;PENHA;VILA ESPERANÇA;SUBTERRANEO;RUA ALCACER ESQUINA COM A RUA SERRA DO PRATA;2022-06-02;SECO;INOPERANTE;-23.5267541575806;-46.5143559617387;0;2022-07-28;ARTHUR ALVIM;ITAQUERA;LESTE
1605;09/05/2022;LESTE;VILA MATILDE;CIDADE PATRIARCA;SUBTERRANEO;RUA JANDAIA DO SUL ESQUINA COM A RUA NOVA AURORA;2022-04-26;FRACA;INOPERANTE;-23.530414755087;-46.5141525494118;0;2022-07-28;ARTHUR ALVIM;ITAQUERA;LESTE
1707;09/05/2022;LESTE;VILA MATILDE;CIDADE PATRIARCA;SUBTERRANEO;RUA SABAUDIA ESQUINA COM  RUA CAICO;2022-02-20;EXCELENTE;POSSIVEL DE USO;-23.5348178875252;-46.5037917446327;0;2022-07-28;ARTHUR ALVIM;ITAQUERA;LESTE
2052;09/05/2022;LESTE;ITAQUERA;ITAQUERA;SUBTERRANEO;RUA COLONIAL DAS MISSOES PROXIMO A RUA BAIXADA SANTISTA;2022-07-18;EXCELENTE;POSSIVEL DE USO;-23.5425082186981;-46.4524818222296;0;2022-07-28;ITAQUERA;ITAQUERA;LESTE
2348;09/05/2022;SUL;SANTO AMARO;CHÁCARA FLORA;SUBTERRANEO;RUA PROFESSORA LUCINDA ALVES DE CARVALHO ESQUINA COM RUA VISCONDE PORTO SEGURO;2022-04-05;EXCELENTE;POSSIVEL DE USO;-23.644547768944;-46.6880949184257;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
2354;09/05/2022;SUL;CAMPO GRANDE;JURUBATUBA;SUBTERRANEO;RUA IGATI PROXIMO A RUA ANDAQUARA;2022-07-02;SECO;INOPERANTE;-23.6645960162755;-46.6940235551705;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
2356;09/05/2022;SUL;SANTO AMARO;GRANJA JULIETA;SUBTERRANEO;RUA VICTOR CORREA DE MELLO 41;2022-04-19;EXCELENTE;POSSIVEL DE USO;-23.631777022246;-46.6932667883992;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
2361;09/05/2022;SUL;SANTO AMARO;GRANJA JULIETA;COLUNA;AVENIDA SANTO AMARO ESQUINA COM RUA SAO SEBASTIAO;2022-07-12;SECO;INOPERANTE;-23.6316948307513;-46.6916795152565;1;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
2388;09/05/2022;SUL;CAMPO GRANDE;VILA SÃO PEDRO;COLUNA;AVENIDA NOSSA SENHORA DO SABARA ESQUINA COM AVENIDA INTERLAGOS;2022-02-23;FRACA;POSSIVEL DE USO;-23.6783464253409;-46.684752684036;1;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
3288;09/05/2022;LESTE;CARRÃO;VILA CARRÃO;SUBTERRANEO;RUA LUIS PINTO ESQUINA COM A RUA JOAO VIEIRA PRIOSTE;2021-12-16;SECO;INOPERANTE;-23.5539003808818;-46.5364281565073;0;2022-07-28;MOOCA;MOÓCA;CENTRO
3300;09/05/2022;LESTE;CARRÃO;VILA CARRÃO;SUBTERRANEO;RUA VOLTA GRANDER ESQUINA COM A RUA SALOME QUEIROGA;2022-05-21;SECO;INOPERANTE;-23.5586665645294;-46.5331125358824;0;2022-07-28;MOOCA;MOÓCA;CENTRO
3301;09/05/2022;LESTE;CARRÃO;VILA CARRÃO;SUBTERRANEO;RUA MONGUBA ESQUINA COM RUA MARIA INACIA DA CONCEICAO;2022-05-21;SECO;INOPERANTE;-23.559579001998;-46.5287772204646;0;2022-07-28;MOOCA;MOÓCA;CENTRO
3332;09/05/2022;LESTE;VILA FORMOSA;VILA FORMOSA;SUBTERRANEO;RUA ALEXANDRE CORREA ESQUINA COM A RUA NOSSA SENHORA DAS DORES;2021-12-10;MÉDIA;POSSIVEL DE USO;-23.5692446817207;-46.5349670031155;0;2022-07-28;MOOCA;MOÓCA;CENTRO
3344;09/05/2022;LESTE;ITAQUERA;PARADA XV;SUBTERRANEO;RUA RIO CANABRAVA ESQUINA COM A RUA RIO IMBURANA;2022-05-17;SECO;INOPERANTE;-23.5443933190935;-46.4443700570681;1;2022-07-28;ITAQUERA;ITAQUERA;LESTE
3368;09/05/2022;LESTE;ITAQUERA;PARADA XV;COLUNA;AVENIDA DAVID DOMINGUES FERREIRA ESQUINA COM RUA SABBADO DANGELO;2022-05-16;EXCELENTE;POSSIVEL DE USO;-23.5337908439021;-46.4517144394753;1;2022-07-28;ITAQUERA;ITAQUERA;LESTE
3382;09/05/2022;LESTE;ITAQUERA;PARQUE GUARANI;COLUNA;RUA ARREIO DE PRATA PROX A RUA CORRE CORRE;2022-05-12;EXCELENTE;POSSIVEL DE USO;-23.5263114713712;-46.4594430728494;0;2022-07-28;ITAQUERA;ITAQUERA;LESTE
3383;09/05/2022;LESTE;JOSÉ BONIFÁCIO;JOSÉ BONIFÁCIO;COLUNA;RUA SILVIO BARBINI ESQUINA COM RUA ARMANDO JAMAR;2022-05-21;MÉDIA;POSSIVEL DE USO;-23.5404606881773;-46.4380491101145;1;2022-07-28;ITAQUERA;ITAQUERA;LESTE
3388;09/05/2022;LESTE;ITAQUERA;RIO VERDE;SUBTERRANEO;RUA HENRIQUE DE FARIA PROXIMO A ESQUINA COM ARUA AMALIA DE FARIA;2022-05-26;MÉDIA;POSSIVEL DE USO;-23.5242310789655;-46.452218710497;0;2022-07-28;ITAQUERA;ITAQUERA;LESTE
3406;09/05/2022;LESTE;ITAQUERA;PARQUE GUARANI;COLUNA;RUA MONSUETO CAMPOS DE MENESES PROXIMO DA ESQUINA COM A A AVENIDA ANDRE CAVALCANTI;2022-05-12;EXCELENTE;POSSIVEL DE USO;-23.5280253866769;-46.4599901780048;1;2022-07-28;ITAQUERA;ITAQUERA;LESTE
3425;09/05/2022;LESTE;ITAQUERA;VILA CAMPANELA;SUBTERRANEO;RUA NOVA PETROPOLIS ESQUINA COM A RUA EMIDIO CAMPANELA;2022-05-12;SECO;INOPERANTE;-23.5371685380552;-46.4600350000325;0;2022-07-28;ITAQUERA;ITAQUERA;LESTE
3846;09/05/2022;SUL;SANTO AMARO;CHÁCARA FLORA;SUBTERRANEO;RUA DA FRATERNIDADE ESQUINA COM A RUA CONDE D EU;2022-07-03;EXCELENTE;POSSIVEL DE USO;-23.644249317302;-46.6935048805277;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
4037;09/05/2022;SUL;SANTO AMARO;GRANJA JULIETA;SUBTERRANEO;RUA DA PAZ ESQUINA COM A RUA PAES DA SILVA;2022-07-12;EXCELENTE;POSSIVEL DE USO;-23.6285148938105;-46.7037966666231;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
4313;09/05/2022;LESTE;ITAQUERA;PARADA XV;SUBTERRANEO;RUA PROFESSOR LEONIDIO ALLEGRETTI ESQUINA COM A RUA JOSE OITICICA FILHO;2022-05-19;MÉDIA;POSSIVEL DE USO;-23.5335180074408;-46.4451781128658;0;2022-07-28;ITAQUERA;ITAQUERA;LESTE
4391;09/05/2022;SUL;SANTO AMARO;GRANJA JULIETA;SUBTERRANEO;RUA BENTO BARBOSA ESQUINA COM A RUA ANTONIO DSA CHAGAS;2022-02-16;EXCELENTE;POSSIVEL DE USO;-23.6313904388055;-46.7001999273654;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
72;10/05/2022;LESTE;BRÁS;GASÔMETRO;SUBTERRANEO;RUA BENJAMIM DE OLIVEIRA ESQUINA COM A RUA DAS ALFANDEGAS;2021-10-15;FRACA;POSSIVEL DE USO;-23.5410666564613;-46.6246919756929;0;2022-07-28;SÉ;IPIRANGA;CENTRO
117;10/05/2022;SUL;IPIRANGA;ALTO DO IPIRANGA;SUBTERRANEO;RUA FLORANIA ESQUINA COM RUA FLORIANA;2022-04-06;SECO;INOPERANTE;-23.6074980283253;-46.6083275309531;0;2022-07-28;SÉ;IPIRANGA;CENTRO
149;10/05/2022;SUL;IPIRANGA;ALTO DO IPIRANGA;SUBTERRANEO;RUA MURIAE ESQUINA COM RUA SALVADOR SIMOES;2022-03-18;MÉDIA;POSSIVEL DE USO;-23.6048395463324;-46.6135494214475;0;2022-07-28;SÉ;IPIRANGA;CENTRO
298;10/05/2022;SUL;SACOMÃ;MOINHO VELHO;SUBTERRANEO;RUA LARANJAL ESQUINA COM A RUA IZONZO;2022-05-17;EXCELENTE;POSSIVEL DE USO;-23.6220253812432;-46.5991781842912;0;2022-07-28;SÉ;IPIRANGA;CENTRO
308;10/05/2022;SUL;CAMPO BELO;JARDIM AEROPORTO;SUBTERRANEO;AVENIDA SANTA CATARINA ESQUINA COM A RUA ITAGYBA SANTIAGO;2022-05-26;EXCELENTE;POSSIVEL DE USO;-23.6394666133943;-46.6689632846943;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
316;10/05/2022;SUL;SAÚDE;MIRANDÓPOLIS;COLUNA;AVENIDA ONZE DE JUNHO ESQUINA COM RUA DOMINGOS DE MORAIS;2022-06-07;EXCELENTE;POSSIVEL DE USO;-23.6016313444015;-46.636927552668;1;2022-07-28;LAPA;JARDINS;CENTRO
337;10/05/2022;SUL;CAMPO BELO;JARDIM AEROPORTO;SUBTERRANEO;RUA RODES ESQUINA COM A RUA SANTA CATARINA;2022-05-26;MÉDIA;POSSIVEL DE USO;-23.6419572743342;-46.6664944489529;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
353;10/05/2022;SUL;CAMPO BELO;JOAQUIM NABUCO;SUBTERRANEO;RUA VICENTE LEPORACE ESQUINA COM A RUA LAPLACE;2022-03-24;MÉDIA;POSSIVEL DE USO;-23.6319092830066;-46.6765070262972;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
430;10/05/2022;SUL;CAMPO BELO;JOAQUIM NABUCO;SUBTERRANEO;RUA LAPLACE ESQUINA COM A RUA PALMARES;2022-03-24;MÉDIA;POSSIVEL DE USO;-23.6350739837141;-46.672482254717;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
435;10/05/2022;SUL;JABAQUARA;VILA SANTA CATARINA;SUBTERRANEO;AVENIDA DASMASCENO VIEIRA ESQUINA COM A AV DAMACENO VIEIRA;2022-05-24;EXCELENTE;POSSIVEL DE USO;-23.6458314076899;-46.6635460965335;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
440;10/05/2022;SUL;JABAQUARA;CIDADE VARGAS;SUBTERRANEO;RUA CHARRUAS ESQUINA COM RUA GETULIO VARGAS FILHO;2022-05-24;EXCELENTE;POSSIVEL DE USO;-23.645056456839;-46.636237137638;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
457;10/05/2022;SUL;SACOMÃ;MOINHO VELHO;SUBTERRANEO;RUA NOSSA SENHORA DAS MERCES ESQUINA COM RUA DOM VILARES;2022-05-12;EXCELENTE;POSSIVEL DE USO;-23.6244442112119;-46.607052742559;0;2022-07-28;SÉ;IPIRANGA;CENTRO
459;10/05/2022;SUL;JABAQUARA;JABAQUARA;SUBTERRANEO;AVENIDA ENGENHEIRO ARMANDO ARRUDA PEREIRA  ESQUINA COM A RUA JOSE ALCANTARA;2022-06-07;EXCELENTE;POSSIVEL DE USO;-23.6493864199471;-46.6402749949143;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
464;10/05/2022;SUL;CIDADE ADEMAR;JARDIM MIRIAM;SUBTERRANEO;RUA JOSE EID MALUF ESQUINA COM A RUA ANTONIO LOTI;2022-06-06;MÉDIA;POSSIVEL DE USO;-23.6738681106915;-46.6559770321423;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
482;10/05/2022;SUL;SACOMÃ;MOINHO VELHO;SUBTERRANEO;ALAMEDA ITUPIRANGA ESQUINA COM RUA CORONEL DE ANDRADE JOSE PIRES DE ANDRADE;2022-07-07;MÉDIA;POSSIVEL DE USO;-23.6197118048137;-46.606133311012;0;2022-07-28;SÉ;IPIRANGA;CENTRO
2486;10/05/2022;SUL;CIDADE ADEMAR;CUPECÊ;SUBTERRANEO;RUA MARIA PAES DE BARROS ESQUINA DA RUA FREI JOAO DO ROSARIO;2022-07-03;EXCELENTE;POSSIVEL DE USO;-23.6698599131064;-46.6636336471846;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
3244;10/05/2022;LESTE;ARICANDUVA;ARICANDUVA;SUBTERRANEO;AVENIDA MONSENHOR ANTONIO CASTRO ESQUINA COM A RUA VISCONDE DE JERUMIN;2022-04-09;EXCELENTE;POSSIVEL DE USO;-23.5713452452386;-46.5271516642557;1;2022-07-28;MOOCA;MOÓCA;CENTRO
3603;10/05/2022;SUL;CURSINO;JARDIM DA SAÚDE;COLUNA;PRACA MARCOS FABIO ESQUINA COM A RUA RIBEIRO LACERDA;2021-12-22;EXCELENTE;POSSIVEL DE USO;-23.6187079577402;-46.6265267750469;1;2022-07-28;SÉ;IPIRANGA;CENTRO
3617;10/05/2022;SUL;SAÚDE;MIRANDÓPOLIS;SUBTERRANEO;RUA PRIMEIRO DE JANEIRO ESQUINA COM AVENIDA ONZE DE JUNHO;2022-07-04;EXCELENTE;POSSIVEL DE USO;-23.6016044473993;-46.6398406835965;0;2022-07-28;LAPA;JARDINS;CENTRO
3753;10/05/2022;SUL;CAMPO BELO;JARDIM AEROPORTO;SUBTERRANEO;RUA MARATONA ESQUINA COM A RUA PALACETE DAS AGUIAS;2022-05-20;MÉDIA;POSSIVEL DE USO;-23.6412129728502;-46.6694153497827;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
3756;10/05/2022;SUL;JABAQUARA;VILA SANTA CATARINA;SUBTERRANEO;RUA DORNAS ESQUINA COM A RUA CIRIDIAO DURVAL;2022-05-26;EXCELENTE;POSSIVEL DE USO;-23.6419529227271;-46.6636884218936;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
3757;10/05/2022;SUL;JABAQUARA;VILA SANTA CATARINA;COLUNA;RUA PROFESSOR EMYDIO DA FONSECA TELLES PROXIMO A RUA ALBA;2022-05-20;EXCELENTE;POSSIVEL DE USO;-23.6447674430321;-46.6587243644391;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
3763;10/05/2022;SUL;CAMPO BELO;JARDIM AEROPORTO;SUBTERRANEO;RUA FREIRE FARTO ESQUINA COM A RUA ORLANDO MURGEL;2022-05-25;EXCELENTE;POSSIVEL DE USO;-23.6386472557631;-46.6512857694364;1;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
3765;10/05/2022;SUL;CAMPO BELO;JARDIM AEROPORTO;SUBTERRANEO;AVENIDA PEDRO BUENO ESQUINA COM A RUA DESEMBARGADOR ALIPIO BASTOS;2022-05-20;EXCELENTE;POSSIVEL DE USO;-23.6361403847196;-46.6504605586492;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
3840;10/05/2022;SUL;JABAQUARA;CIDADE VARGAS;SUBTERRANEO;RUA LASSUNVIRA  27 DEFRONTE A PRACA JUAN GRIS;2022-05-20;EXCELENTE;POSSIVEL DE USO;-23.639268762797;-46.6370865961563;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
3848;10/05/2022;SUL;JABAQUARA;JABAQUARA;SUBTERRANEO;RUA WILSON PEREIRA DE ALMEIDA ESQUINA COM A RUA TACIBA;2022-05-19;EXCELENTE;POSSIVEL DE USO;-23.6417915535884;-46.656099136643;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
3852;10/05/2022;SUL;JABAQUARA;JABAQUARA;SUBTERRANEO;RUA TENENTE UBIRAJARA MONORY ENTROCAMENTEO COM A RUA TENENTE MAURO DE MIRANDA;2022-05-19;FRACA;POSSIVEL DE USO;-23.6368814041361;-46.6418935796317;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
3867;10/05/2022;SUL;CAMPO BELO;JOAQUIM NABUCO;SUBTERRANEO;RUA TIBIRICA ESQUINA COM A RUA TOME PORTES;2022-03-24;MÉDIA;POSSIVEL DE USO;-23.6359279984982;-46.6761504549279;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
3874;10/05/2022;SUL;CAMPO BELO;JOAQUIM NABUCO;SUBTERRANEO;RUA PALMARES ESQUINA COM RUA TOME FORTES;2022-03-24;EXCELENTE;POSSIVEL DE USO;-23.6370725931373;-46.674247536461;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
3875;10/05/2022;SUL;CAMPO BELO;JARDIM AEROPORTO;SUBTERRANEO;AVENIDA JONIA ESQUINA COM A RUA DOUTOR ABELARDO VERGUEIRO CESAR;2022-05-25;EXCELENTE;POSSIVEL DE USO;-23.6369883415895;-46.6696734927552;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
57;11/05/2022;LESTE;BRÁS;GASÔMETRO;SUBTERRANEO;RUA BENJAMIM DE OLIVEIRA ESQUINA COM A RUA DO LUCAS;2022-03-09;SECO;INOPERANTE;-23.5415155846063;-46.6254786843515;0;2022-07-28;SÉ;IPIRANGA;CENTRO
