ID;Ultima manutenção;REGIAO;DISTRITO;BAIRRO;TIPO;END;ULTIMAVISTORIA;VAZAO;SITUACAO;LAT;LONG;PROCESSO2014;DATAEXTRACAO;SABESP_POLOMANUT;SABESP_UGR;SABESP_UN
6773;01/08/2022;OESTE;VILA LEOPOLDINA;CEASA;COLUNA;NO INTERIOR DO CEAGESP NA CALCADA DO PAVILHAO HFC;2022-06-05;;NÃO LOCALIZADO;-23.5335974804442;-46.7381968803427;0;2022-07-28;LAPA;JARDINS;CENTRO
10004;01/08/2022;LESTE;SÃO RAFAEL;PARQUE SÃO RAFAEL;COLUNA;RUA ALEXANDRE ARTOT 63;2022-02-24;SECO;INOPERANTE;-23.6305710299414;-46.452355208707;0;2022-07-28;SÃO MATEUS;SÃO MATEUS;CENTRO
10005;01/08/2022;LESTE;SÃO RAFAEL;PARQUE SÃO RAFAEL;COLUNA;RUA FLORES DA PRIMAVERA 638;2022-04-16;EXCELENTE;POSSIVEL DE USO;-23.6287574083482;-46.4556808814556;0;2022-07-28;SÃO MATEUS;SÃO MATEUS;CENTRO
10014;01/08/2022;SUL;VILA MARIANA;FRANÇA PINTO;SUBTERRANEO;RUA HENRIQUE GIL NETO NO FINAL DA RUA;2022-04-06;EXCELENTE;POSSIVEL DE USO;-23.5874251180634;-46.6401364777358;0;2022-07-28;LAPA;JARDINS;CENTRO
14966;01/08/2022;SUL;PEDREIRA;MAR PAULISTA;COLUNA;RUA PONTES DE MORAIS ESQUINA COM A RUA OITO;2021-09-25;EXCELENTE;POSSIVEL DE USO;-23.6896504766892;-46.6683093365575;0;2022-07-28;SANTO AMARO;SANTO AMARO;SUL
109;02/08/2022;CENTRO;CAMBUCI;CAMBUCI;SUBTERRANEO;RUA BACKER ESQUINA COM A RUA TEODURETO SOUTO;2022-02-18;FRACA;INOPERANTE;-23.5670343442097;-46.6201032722618;0;2022-07-28;SÉ;IPIRANGA;CENTRO
333;02/08/2022;SUL;CURSINO;ÁGUA FUNDA;SUBTERRANEO;RUA JEAN DE LA HUERTA ESQUINA COM A RUA DOM VILARES;2022-05-12;FRACA;POSSIVEL DE USO;-23.6256258796648;-46.614180765625;0;2022-07-28;SÉ;IPIRANGA;CENTRO
404;02/08/2022;SUL;SACOMÃ;MOINHO VELHO;SUBTERRANEO;AVENIDA SANTO ALBANO PROXIMO DA RUA MARTINHO GUEDES;2022-02-22;EXCELENTE;POSSIVEL DE USO;-23.6179318181457;-46.6053596549941;0;2022-07-28;SÉ;IPIRANGA;CENTRO
405;02/08/2022;SUL;SACOMÃ;MOINHO VELHO;SUBTERRANEO;RUA ALENCAR ARARIPE ESQUINA COM A RUA BUDAPESTE;2022-04-21;EXCELENTE;POSSIVEL DE USO;-23.6189535941224;-46.5964185034781;0;2022-07-28;SÉ;IPIRANGA;CENTRO
468;02/08/2022;SUL;CURSINO;JARDIM PREVIDÊNCIA;SUBTERRANEO;AVENIDA DO CURSINO ESQUINA COM A RUA DOUTOR NESTOR ALBERTO DE MACEDO;2022-02-18;EXCELENTE;POSSIVEL DE USO;-23.6259628864489;-46.6193471549441;0;2022-07-28;SÉ;IPIRANGA;CENTRO
470;02/08/2022;SUL;CURSINO;JARDIM PREVIDÊNCIA;SUBTERRANEO;RUA FRANCISCO GIUSEPE GIORDANO ESQUINQ COM A RUA MARCOS FERNANDES;2022-02-21;MÉDIA;POSSIVEL DE USO;-23.6189873908253;-46.6176008502977;0;2022-07-28;SÉ;IPIRANGA;CENTRO
475;02/08/2022;SUL;CURSINO;JARDIM DA SAÚDE;SUBTERRANEO;RUA FRANCISCO DIAS ESQUINA COM RUA FRANCISCO MALDONADO;2022-04-05;EXCELENTE;POSSIVEL DE USO;-23.6145390909739;-46.6204491821417;0;2022-07-28;SÉ;IPIRANGA;CENTRO
1063;02/08/2022;OESTE;LAPA;LAPA DE BAIXO;SUBTERRANEO;RUA ENGENHEIRO AUBERTIN ESQUINA COM A RUA FELIX GUILHEN;2022-05-25;SECO;INOPERANTE;-23.5161431439695;-46.7048098655567;0;2022-07-28;LAPA;JARDINS;CENTRO
1067;02/08/2022;OESTE;LAPA;LAPA DE BAIXO;SUBTERRANEO;RUA BELCHIOR CARNEIRO ESQUINA COM A RUA MOXEI;2022-04-06;EXCELENTE;POSSIVEL DE USO;-23.5154061996241;-46.7030453786112;0;2022-07-28;LAPA;JARDINS;CENTRO
1657;02/08/2022;CENTRO;CAMBUCI;INDEPENDÊNCIA;SUBTERRANEO;AVENIDA PRESIDENTE WILSON 518 AO LADO DO PORTAO 3 DA ANTIGA ANTARTICA;2022-02-25;EXCELENTE;POSSIVEL DE USO;-23.5581606172447;-46.6093221107055;0;2022-07-28;SÉ;IPIRANGA;CENTRO
